model,request_file,thinking_level,thinking_budget,traffic_type,project,location,iterations,ttft_min_ms,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_max_ms,input_tokens_min,input_tokens_p50,input_tokens_p90,input_tokens_p95,input_tokens_p99,input_tokens_max,output_tokens_min,output_tokens_p50,output_tokens_p90,output_tokens_p95,output_tokens_p99,output_tokens_max,cached_tokens_min,cached_tokens_p50,cached_tokens_p90,cached_tokens_p95,cached_tokens_p99,cached_tokens_max
gemini-3.1-flash-lite,benchmark/request_1k.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,697.16,1609.46,2298.07,2313.19,2325.28,2328.30,996,996,996,996,996,996,554,574,637,645,651,653,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_1k.json,low,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,910.91,1178.60,7038.75,7645.22,8130.41,8251.70,996,996,996,996,996,996,575,670,695,700,705,706,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_1k.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,1861.46,2400.35,2794.23,2912.30,3006.75,3030.37,996,996,996,996,996,996,590,689,731,736,740,741,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_1k.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,3728.99,4121.69,4651.14,4746.01,4821.91,4840.88,996,996,996,996,996,996,615,639,705,715,723,725,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_1k.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,530.16,632.57,976.92,1067.58,1140.11,1158.24,996,996,996,996,996,996,542,572,663,678,689,692,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_2k.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,516.47,675.81,1427.86,1479.45,1520.73,1531.04,1778,1778,1778,1778,1778,1778,517,547,651,653,655,656,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_2k.json,low,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,1039.47,1796.96,2740.94,2962.97,3140.60,3185.01,1778,1778,1778,1778,1778,1778,627,679,718,720,722,723,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_2k.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,2323.72,2663.45,4424.23,4737.03,4987.27,5049.83,1778,1778,1778,1778,1778,1778,645,665,703,708,711,712,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_2k.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,4015.19,4341.43,4662.94,4677.65,4689.42,4692.36,1778,1778,1778,1778,1778,1778,686,732,795,804,811,813,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_2k.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,561.55,722.71,1078.20,1167.95,1239.75,1257.70,1778,1778,1778,1778,1778,1778,557,586,628,632,635,636,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_5k.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,789.40,810.95,1157.08,1224.55,1278.52,1292.01,3883,3883,3883,3883,3883,3883,682,705,748,749,751,751,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_5k.json,low,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,973.76,1026.35,1509.36,1574.01,1625.74,1638.67,3883,3883,3883,3883,3883,3883,785,813,849,856,862,863,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_5k.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,2365.64,3066.37,5001.66,5632.31,6136.83,6262.96,3883,3883,3883,3883,3883,3883,702,771,845,867,885,889,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_5k.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,4135.31,4608.29,5237.84,5361.16,5459.83,5484.49,3883,3883,3883,3883,3883,3883,762,805,896,898,899,899,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_5k.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,778.09,989.89,1399.90,1403.77,1406.87,1407.64,3883,3883,3883,3883,3883,3883,648,709,727,731,734,735,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_10k.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,561.97,1020.27,1755.50,1857.73,1939.51,1959.95,4974,4974,4974,4974,4974,4974,683,725,771,781,788,790,0,4070,4070,4070,4070,4070
gemini-3.1-flash-lite,benchmark/request_10k.json,low,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,1186.16,1906.71,4016.09,4269.61,4472.42,4523.13,4974,4974,4974,4974,4974,4974,759,768,888,922,949,956,0,4069,4069,4069,4069,4069
gemini-3.1-flash-lite,benchmark/request_10k.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,2088.41,2307.71,3287.96,3532.85,3728.77,3777.74,4974,4974,4974,4974,4974,4974,702,783,804,807,809,810,0,0,2441,3255,3906,4069
gemini-3.1-flash-lite,benchmark/request_10k.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,4457.56,4736.39,5425.22,5458.77,5485.61,5492.33,4974,4974,4974,4974,4974,4974,791,823,907,912,917,918,0,4077,4077,4077,4077,4077
gemini-3.1-flash-lite,benchmark/request_10k.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,727.81,799.29,1532.03,1579.53,1617.54,1627.04,4974,4974,4974,4974,4974,4974,663,741,759,761,762,762,0,4070,4070,4070,4070,4070
gemini-3.1-flash-lite,benchmark/request_50k.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,760.37,961.91,1253.94,1276.15,1293.91,1298.35,7587,7587,7587,7587,7587,7587,735,795,825,829,832,833,0,6118,6118,6118,6118,6118
gemini-3.1-flash-lite,benchmark/request_50k.json,low,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,1038.87,1122.93,1538.70,1666.01,1767.86,1793.32,7587,7587,7587,7587,7587,7587,900,999,1059,1061,1062,1062,0,0,6118,6118,6118,6118
gemini-3.1-flash-lite,benchmark/request_50k.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,2850.64,2879.54,3296.97,3403.78,3489.22,3510.58,7587,7587,7587,7587,7587,7587,883,964,1046,1054,1060,1062,0,6117,6117,6117,6117,6117
gemini-3.1-flash-lite,benchmark/request_50k.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,4664.36,4874.13,5027.86,5073.29,5109.64,5118.73,7587,7587,7587,7587,7587,7587,951,977,1035,1052,1065,1068,0,6125,6125,6125,6125,6125
gemini-3.1-flash-lite,benchmark/request_50k.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,747.08,908.30,1499.10,1548.53,1588.08,1597.97,7587,7587,7587,7587,7587,7587,701,768,832,848,862,865,6118,6118,6118,6118,6118,6118
gemini-3.1-flash-lite,benchmark/request_100k.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,650.81,807.63,2015.03,2174.41,2301.92,2333.80,13891,13891,13891,13891,13891,13891,802,816,843,847,850,851,0,0,12260,12260,12260,12260
gemini-3.1-flash-lite,benchmark/request_100k.json,low,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,1230.43,2095.53,5050.71,5092.64,5126.19,5134.58,13891,13891,13891,13891,13891,13891,901,916,1118,1138,1154,1158,0,0,12259,12259,12259,12259
gemini-3.1-flash-lite,benchmark/request_100k.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,4506.85,5383.43,6139.52,6269.68,6373.80,6399.83,13891,13891,13891,13891,13891,13891,1003,1060,1121,1124,1126,1126,0,12258,12258,12258,12258,12258
gemini-3.1-flash-lite,benchmark/request_100k.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,4780.64,5261.18,6235.74,6239.12,6241.82,6242.50,13891,13891,13891,13891,13891,13891,937,1061,1179,1182,1184,1184,0,12267,12267,12267,12267,12267
