model,request_file,thinking_level,thinking_budget,traffic_type,project,location,iterations,ttft_min_ms,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_max_ms,input_tokens_min,input_tokens_p50,input_tokens_p90,input_tokens_p95,input_tokens_p99,input_tokens_max,output_tokens_min,output_tokens_p50,output_tokens_p90,output_tokens_p95,output_tokens_p99,output_tokens_max,cached_tokens_min,cached_tokens_p50,cached_tokens_p90,cached_tokens_p95,cached_tokens_p99,cached_tokens_max
gemini-3.5-flash,slow_request_40s.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,8354.86,10248.26,11407.57,11655.83,11854.44,11904.09,23676,23676,23676,23676,23676,23676,27,28,36,39,41,41,0,0,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,low,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,14969.15,25189.25,28755.11,29566.97,30216.45,30378.82,23676,23676,23676,23676,23676,23676,28,28,2777,3692,4424,4607,0,0,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,14034.72,19815.95,40595.46,45129.34,48756.44,49663.21,23676,23676,23676,23676,23676,23676,28,33,55,60,65,66,0,0,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,10974.05,12661.66,19101.54,20456.84,21541.08,21812.14,23676,23676,23676,23676,23676,23676,27,28,36,38,40,40,0,0,13453,17938,21525,22422
gemini-3.5-flash,slow_request_40s.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,10591.69,16288.55,21155.29,22390.47,23378.61,23625.65,23676,23676,23676,23676,23676,23676,28,28,28,28,28,28,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_60s.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,9009.05,10350.64,14903.66,15037.38,15144.35,15171.10,94852,94852,94852,94852,94852,94852,30,32,466,611,727,756,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,low,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,8676.62,13134.93,18561.90,19885.02,20943.52,21208.14,94852,94852,94852,94852,94852,94852,41,403,672,676,678,679,0,0,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,8780.76,13613.33,24173.90,24545.47,24842.73,24917.05,94852,94852,94852,94852,94852,94852,35,934,971,984,994,996,0,0,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,high,,"TrafficType.PROVISIONED_THROUGHPUT, TrafficType.ON_DEMAND",cloud-llm-preview1,global,5,4332.50,19381.23,32881.54,34175.90,35211.40,35470.27,94852,94852,94852,94852,94852,94852,33,45,1239,1332,1406,1425,0,0,53748,71664,85997,89580
gemini-3.5-flash,slow_request_60s.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,15525.87,20194.74,31725.38,32225.07,32624.82,32724.76,94852,94852,94852,94852,94852,94852,40,683,951,956,960,961,0,89580,89580,89580,89580,89580
