model,request_file,thinking_level,thinking_budget,traffic_type,project,location,iterations,ttft_min_ms,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_max_ms,input_tokens_min,input_tokens_p50,input_tokens_p90,input_tokens_p95,input_tokens_p99,input_tokens_max,output_tokens_min,output_tokens_p50,output_tokens_p90,output_tokens_p95,output_tokens_p99,output_tokens_max,cached_tokens_min,cached_tokens_p50,cached_tokens_p90,cached_tokens_p95,cached_tokens_p99,cached_tokens_max
gemini-3-flash-preview,/home/wangez/slow_request_40s.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,8434.76,53816.53,85921.04,93619.74,99778.71,101318.45,23676,23676,23676,23676,23676,23676,28,31,198,947,1546,1696,0,20386,20386,20386,20386,20386
gemini-3-flash-preview,/home/wangez/slow_request_40s.json,low,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,1500.63,3539.45,4803.18,5307.89,5711.66,5812.60,23676,23676,23676,23676,23676,23676,1121,1428,1700,1877,2018,2053,0,20384,20384,20384,20384,20384
gemini-3-flash-preview,/home/wangez/slow_request_40s.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,10978.04,22945.66,33167.60,35711.77,37747.11,38255.94,23676,23676,23676,23676,23676,23676,31,1265,1344,1457,1547,1570,0,20384,20384,20384,20384,20384
gemini-3-flash-preview,/home/wangez/slow_request_40s.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,10487.04,36915.10,93022.50,121300.50,143922.90,149578.50,23676,23676,23676,23676,23676,23676,28,31,1931,3297,4391,4664,0,20393,20393,20393,20393,20393
gemini-3-flash-preview,/home/wangez/slow_request_40s.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,8834.63,26433.73,93752.64,125717.98,151290.26,157683.33,23676,23676,23676,23676,23676,23676,28,30,413,951,1381,1489,20393,20393,20393,20393,20393,20393
gemini-3-flash-preview,/home/wangez/slow_request_60s.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,3850.57,8673.06,10550.47,10601.68,10642.65,10652.89,59976,59976,59976,59976,59976,59976,713,1606,2166,2170,2173,2174,0,56872,56872,56872,56872,56872
gemini-3-flash-preview,/home/wangez/slow_request_60s.json,low,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,9126.34,11664.52,16596.70,16597.64,16598.40,16598.59,59976,59976,59976,59976,59976,59976,933,1453,1728,1855,1957,1982,0,56870,56870,56870,56870,56870
gemini-3-flash-preview,/home/wangez/slow_request_60s.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,7339.24,9537.82,15774.94,17075.34,18115.65,18375.73,59976,59976,59976,59976,59976,59976,742,1254,1706,1802,1880,1899,0,56870,56870,56870,56870,56870
gemini-3-flash-preview,/home/wangez/slow_request_60s.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,5685.64,11447.20,17468.60,29032.35,38283.36,40596.11,59976,59976,59976,59976,59976,59976,30,1012,1924,2021,2099,2118,0,56880,56880,56880,56880,56880
gemini-3-flash-preview,/home/wangez/slow_request_60s.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,6340.93,10237.62,45699.16,49623.52,52763.01,53547.88,59976,59976,59976,59976,59976,59976,31,1012,1916,1978,2028,2041,0,56880,56880,56880,56880,56880
gemini-3.1-flash-lite,/home/wangez/slow_request_40s.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,11374.15,26330.53,33395.01,37067.23,40005.00,40739.45,23676,23676,23676,23676,23676,23676,28,756,1060,1089,1113,1119,0,22424,22424,22424,22424,22424
gemini-3.1-flash-lite,/home/wangez/slow_request_40s.json,low,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,11676.10,24839.61,30615.02,35440.44,39300.77,40265.86,23676,23676,23676,23676,23676,23676,121,1070,1317,1354,1383,1390,0,22423,22423,22423,22423,22423
gemini-3.1-flash-lite,/home/wangez/slow_request_40s.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,1035.65,1706.53,2301.03,3195.39,3910.89,4089.76,23676,23676,23676,23676,23676,23676,269,952,1079,1257,1399,1435,0,22422,22422,22422,22422,22422
gemini-3.1-flash-lite,/home/wangez/slow_request_40s.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,13550.80,45413.81,61016.86,62694.19,64036.05,64371.51,23676,23676,23676,23676,23676,23676,31,956,1280,1516,1704,1751,0,0,22432,22432,22432,22432
gemini-3.1-flash-lite,/home/wangez/slow_request_40s.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,6360.06,31170.86,40895.08,43927.43,46353.32,46959.79,23676,23676,23676,23676,23676,23676,20,848,1056,1059,1062,1063,0,22424,22424,22424,22424,22424
gemini-3.1-flash-lite,/home/wangez/slow_request_60s.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,913.52,1010.00,1393.98,1755.54,2044.80,2117.11,59976,59976,59976,59976,59976,59976,654,1058,1143,1145,1147,1147,0,58903,58903,58903,58903,58903
gemini-3.1-flash-lite,/home/wangez/slow_request_60s.json,low,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,1651.78,7135.33,9993.65,11498.98,12703.25,13004.31,59976,59976,59976,59976,59976,59976,891,1379,2161,2163,2164,2164,0,58902,58902,58902,58902,58902
gemini-3.1-flash-lite,/home/wangez/slow_request_60s.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,1302.18,4099.31,5055.96,5485.35,5828.85,5914.73,59976,59976,59976,59976,59976,59976,701,1064,1696,1893,2051,2091,0,58901,58901,58901,58901,58901
gemini-3.1-flash-lite,/home/wangez/slow_request_60s.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,1382.12,7706.55,17721.00,18877.95,19803.51,20034.90,59976,59976,59976,59976,59976,59976,244,824,1415,1839,2177,2262,0,58911,58911,58911,58911,58911
gemini-3.1-flash-lite,/home/wangez/slow_request_60s.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,976.11,1043.57,1543.58,2234.14,2786.59,2924.71,59976,59976,59976,59976,59976,59976,936,1005,1105,1112,1118,1120,0,58903,58903,58903,58903,58903
