model,request_file,thinking_level,thinking_budget,traffic_type,project,location,iterations,ttft_min_ms,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_max_ms,input_tokens_min,input_tokens_p50,input_tokens_p90,input_tokens_p95,input_tokens_p99,input_tokens_max,output_tokens_min,output_tokens_p50,output_tokens_p90,output_tokens_p95,output_tokens_p99,output_tokens_max,cached_tokens_min,cached_tokens_p50,cached_tokens_p90,cached_tokens_p95,cached_tokens_p99,cached_tokens_max
gemini-3.5-flash,slow_request_40s.json,minimal,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,10,8754.78,16852.94,35087.80,45454.24,53747.39,55820.68,23676,23676,23676,23676,23676,23676,26,31,4590,4592,4594,4595,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,low,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,10,8843.03,12153.63,18414.40,21191.49,23413.16,23968.57,23676,23676,23676,23676,23676,23676,26,28,33,44,52,54,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,medium,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,10,5420.67,18909.50,26958.85,33611.53,38933.68,40264.22,23676,23676,23676,23676,23676,23676,27,30,47,48,48,48,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,high,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,10,12347.27,22145.66,31933.65,32883.42,33643.23,33833.18,23676,23676,23676,23676,23676,23676,23,28,29,30,31,31,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,10,2801.28,14805.87,24526.30,30349.63,35008.29,36172.95,23676,23676,23676,23676,23676,23676,20,28,31,31,31,31,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_60s.json,minimal,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,10,11062.21,18519.64,21389.08,21633.84,21829.64,21878.59,94852,94852,94852,94852,94852,94852,175,968,2119,2140,2158,2162,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,low,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,10,7683.51,13989.36,20016.99,20025.93,20033.08,20034.87,94852,94852,94852,94852,94852,94852,31,1427,2167,2196,2220,2226,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,medium,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,10,7614.30,14542.78,21162.36,21928.77,22541.89,22695.17,94852,94852,94852,94852,94852,94852,30,400,1343,1777,2124,2211,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,high,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,10,15971.19,20441.33,40668.20,93291.08,135389.39,145913.97,94852,94852,94852,94852,94852,94852,32,815,2351,2363,2373,2376,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,10,2737.50,14726.80,149045.10,153206.62,156535.84,157368.14,94852,94852,94852,94852,94852,94852,32,198,1320,1426,1510,1531,0,89580,89580,89580,89580,89580
