model,request_file,thinking_level,thinking_budget,traffic_type,project,location,iterations,ttft_min_ms,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_max_ms,input_tokens_min,input_tokens_p50,input_tokens_p90,input_tokens_p95,input_tokens_p99,input_tokens_max,output_tokens_min,output_tokens_p50,output_tokens_p90,output_tokens_p95,output_tokens_p99,output_tokens_max,cached_tokens_min,cached_tokens_p50,cached_tokens_p90,cached_tokens_p95,cached_tokens_p99,cached_tokens_max
gemini-3.5-flash,slow_request_40s.json,minimal,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,11303.22,16568.46,31510.87,31839.12,32101.71,32167.36,23676,23676,23676,23676,23676,23676,23,31,45,46,46,46,0,0,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,low,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,10864.22,15130.63,17853.14,18211.64,18498.44,18570.14,23676,23676,23676,23676,23676,23676,28,28,41,44,46,47,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,medium,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,12226.90,15265.16,17480.44,17938.16,18304.34,18395.89,23676,23676,23676,23676,23676,23676,27,31,31,31,31,31,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,high,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,12279.80,15729.16,31451.81,36565.36,40656.20,41678.91,23676,23676,23676,23676,23676,23676,23,28,30,31,31,31,0,0,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,13239.52,18568.28,27368.92,28315.77,29073.25,29262.62,23676,23676,23676,23676,23676,23676,16,28,29,29,29,29,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_60s.json,minimal,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,5789.01,14109.33,17801.24,17832.99,17858.39,17864.74,94852,94852,94852,94852,94852,94852,31,933,1574,1783,1950,1992,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,low,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,14076.56,16543.83,21105.17,21890.34,22518.49,22675.52,94852,94852,94852,94852,94852,94852,582,1946,1980,1989,1997,1999,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,medium,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,6526.42,8933.41,115718.73,144683.53,167855.37,173648.33,94852,94852,94852,94852,94852,94852,30,32,500,654,777,808,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,high,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,15017.57,20589.61,23753.51,24653.00,25372.59,25552.49,94852,94852,94852,94852,94852,94852,32,732,930,931,932,932,0,0,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,2506.35,16320.41,32298.73,34336.17,35966.11,36373.60,94852,94852,94852,94852,94852,94852,32,540,1692,1937,2133,2182,89580,89580,89580,89580,89580,89580
