model,request_file,thinking_level,thinking_budget,traffic_type,project,location,iterations,ttft_min_ms,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_max_ms,input_tokens_min,input_tokens_p50,input_tokens_p90,input_tokens_p95,input_tokens_p99,input_tokens_max,output_tokens_min,output_tokens_p50,output_tokens_p90,output_tokens_p95,output_tokens_p99,output_tokens_max,cached_tokens_min,cached_tokens_p50,cached_tokens_p90,cached_tokens_p95,cached_tokens_p99,cached_tokens_max
gemini-3.5-flash,slow_request_40s.json,minimal,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,10,13663.73,25066.99,39870.92,42627.53,44832.82,45384.14,23676,23676,23676,23676,23676,23676,27,30,4607,4630,4648,4653,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,low,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,10,11173.87,17223.55,30592.98,44564.81,55742.27,58536.64,23676,23676,23676,23676,23676,23676,26,28,28,30,31,31,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,medium,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,10,10676.68,15031.37,37133.26,41365.51,44751.31,45597.76,23676,23676,23676,23676,23676,23676,26,28,31,31,31,31,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,high,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,10,7910.46,16667.91,24517.04,26220.38,27583.04,27923.71,23676,23676,23676,23676,23676,23676,16,28,32,36,40,41,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,10,7197.22,18506.06,27118.60,36168.78,43408.92,45218.95,23676,23676,23676,23676,23676,23676,28,28,30,31,31,31,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_60s.json,minimal,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,10,10161.05,16067.81,34873.91,107537.46,165668.30,180201.01,94852,94852,94852,94852,94852,94852,42,1763,2108,2129,2145,2149,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,low,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,10,5534.13,12274.85,20536.95,20622.54,20691.02,20708.14,94852,94852,94852,94852,94852,94852,31,1254,1985,2049,2099,2112,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,medium,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,10,9281.35,20904.04,155182.58,156502.19,157557.87,157821.79,94852,94852,94852,94852,94852,94852,30,948,2090,2137,2175,2185,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,high,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,10,5722.72,19547.49,24410.46,27760.60,30440.71,31110.74,94852,94852,94852,94852,94852,94852,26,39,739,850,938,960,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,10,10887.07,23228.91,46719.36,104224.66,150228.89,161729.95,94852,94852,94852,94852,94852,94852,18,38,1973,2030,2076,2087,89580,89580,89580,89580,89580,89580
