model,request_file,thinking_level,thinking_budget,traffic_type,project,location,iterations,ttft_min_ms,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_max_ms,input_tokens_min,input_tokens_p50,input_tokens_p90,input_tokens_p95,input_tokens_p99,input_tokens_max,output_tokens_min,output_tokens_p50,output_tokens_p90,output_tokens_p95,output_tokens_p99,output_tokens_max,cached_tokens_min,cached_tokens_p50,cached_tokens_p90,cached_tokens_p95,cached_tokens_p99,cached_tokens_max
gemini-3.5-flash,slow_request_40s.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,9136.62,15712.59,23305.32,24723.77,25858.52,26142.21,23676,23676,23676,23676,23676,23676,17,30,41,43,44,44,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,low,,"TrafficType.ON_DEMAND, TrafficType.PROVISIONED_THROUGHPUT",cloud-llm-preview1,global,10,9872.79,18374.43,27816.51,28736.50,29472.49,29656.49,23676,23676,23676,23676,23676,23676,28,42,51,53,54,54,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,7667.03,16491.23,24902.45,39892.11,51883.85,54881.78,23676,23676,23676,23676,23676,23676,28,28,490,2555,4207,4620,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,9875.84,14196.32,26228.02,27402.61,28342.29,28577.21,23676,23676,23676,23676,23676,23676,15,28,31,31,31,31,0,11211,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,,,"TrafficType.ON_DEMAND, TrafficType.PROVISIONED_THROUGHPUT",cloud-llm-preview1,global,10,2100.95,11172.77,26268.54,36459.20,44611.72,46649.86,23676,23676,23676,23676,23676,23676,16,28,31,31,31,31,22422,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_60s.json,minimal,,"TrafficType.ON_DEMAND, TrafficType.PROVISIONED_THROUGHPUT",cloud-llm-preview1,global,10,8194.67,14997.68,17831.34,19046.91,20019.35,20262.47,94852,94852,94852,94852,94852,94852,30,1062,2060,2098,2128,2135,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,low,,"TrafficType.ON_DEMAND, TrafficType.PROVISIONED_THROUGHPUT",cloud-llm-preview1,global,10,5180.33,11063.35,32459.75,87688.63,131871.73,142917.50,94852,94852,94852,94852,94852,94852,31,949,2051,2116,2167,2180,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,medium,,"TrafficType.ON_DEMAND, TrafficType.PROVISIONED_THROUGHPUT",cloud-llm-preview1,global,10,9884.77,16214.41,149041.64,153495.88,157059.27,157950.12,94852,94852,94852,94852,94852,94852,32,776,1324,1783,2150,2242,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,5553.31,15679.93,24408.04,25327.51,26063.08,26246.97,94852,94852,94852,94852,94852,94852,30,166,1139,1776,2286,2414,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,10,5389.48,21243.90,45418.43,109539.41,160836.19,173660.39,94852,94852,94852,94852,94852,94852,32,216,996,1003,1009,1010,0,89580,89580,89580,89580,89580
