model,request_file,thinking_level,thinking_budget,traffic_type,project,location,iterations,ttft_min_ms,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_max_ms,input_tokens_min,input_tokens_p50,input_tokens_p90,input_tokens_p95,input_tokens_p99,input_tokens_max,output_tokens_min,output_tokens_p50,output_tokens_p90,output_tokens_p95,output_tokens_p99,output_tokens_max,cached_tokens_min,cached_tokens_p50,cached_tokens_p90,cached_tokens_p95,cached_tokens_p99,cached_tokens_max
gemini-3.5-flash,slow_request_40s.json,minimal,,TrafficType.ON_DEMAND,cloud-llm-preview1,us,5,10299.82,25765.28,50652.71,54343.15,57295.50,58033.59,23676,23676,23676,23676,23676,23676,28,305,4599,4599,4600,4600,0,0,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,low,,TrafficType.ON_DEMAND,cloud-llm-preview1,us,5,21642.48,29943.01,35071.21,35676.65,36161.00,36282.09,23676,23676,23676,23676,23676,23676,18,28,40,43,45,46,0,0,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,medium,,TrafficType.ON_DEMAND,cloud-llm-preview1,us,5,6974.11,16663.12,19458.55,19779.81,20036.82,20101.07,23676,23676,23676,23676,23676,23676,28,31,31,31,31,31,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,high,,TrafficType.ON_DEMAND,cloud-llm-preview1,us,5,9297.73,16664.42,40027.60,42962.28,45310.02,45896.95,23676,23676,23676,23676,23676,23676,18,28,30,30,31,31,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,,,TrafficType.ON_DEMAND,cloud-llm-preview1,us,5,12485.70,20880.27,25449.93,26732.57,27758.68,28015.21,23676,23676,23676,23676,23676,23676,28,28,31,31,31,31,22422,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_60s.json,minimal,,TrafficType.ON_DEMAND,cloud-llm-preview1,us,5,4163.23,20417.63,28626.15,30791.54,32523.85,32956.93,94852,94852,94852,94852,94852,94852,42,2005,2168,2190,2208,2213,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,low,,TrafficType.ON_DEMAND,cloud-llm-preview1,us,5,7968.60,9903.69,90346.12,116326.38,137110.59,142306.64,94852,94852,94852,94852,94852,94852,30,461,825,901,963,978,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,medium,,TrafficType.ON_DEMAND,cloud-llm-preview1,us,5,9437.93,17058.87,100112.63,124455.38,143929.58,148798.13,94852,94852,94852,94852,94852,94852,250,920,1950,2285,2553,2620,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,high,,TrafficType.ON_DEMAND,cloud-llm-preview1,us,5,13966.17,34266.93,106834.33,129968.91,148476.58,153103.49,94852,94852,94852,94852,94852,94852,31,947,1617,1813,1969,2008,89580,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,,,TrafficType.ON_DEMAND,cloud-llm-preview1,us,5,2146.13,8344.98,24330.11,27091.73,29301.02,29853.34,94852,94852,94852,94852,94852,94852,30,32,370,482,572,595,89580,89580,89580,89580,89580,89580
