model,request_file,thinking_level,thinking_budget,traffic_type,project,location,iterations,ttft_min_ms,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_max_ms,input_tokens_min,input_tokens_p50,input_tokens_p90,input_tokens_p95,input_tokens_p99,input_tokens_max,output_tokens_min,output_tokens_p50,output_tokens_p90,output_tokens_p95,output_tokens_p99,output_tokens_max,cached_tokens_min,cached_tokens_p50,cached_tokens_p90,cached_tokens_p95,cached_tokens_p99,cached_tokens_max
gemini-3.5-flash,slow_request_40s.json,minimal,,TrafficType.ON_DEMAND,cloud-llm-preview1,us,10,2072.79,13016.77,18428.55,19443.65,20255.72,20458.74,23676,23676,23676,23676,23676,23676,26,28,33,41,48,50,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,low,,TrafficType.ON_DEMAND,cloud-llm-preview1,us,10,7214.39,13943.78,24895.72,28498.93,31381.50,32102.14,23676,23676,23676,23676,23676,23676,28,28,72,151,214,230,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,medium,,TrafficType.ON_DEMAND,cloud-llm-preview1,us,10,9684.29,14451.68,46473.96,51343.54,55239.20,56213.12,23676,23676,23676,23676,23676,23676,28,28,40,43,45,45,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,high,,TrafficType.ON_DEMAND,cloud-llm-preview1,us,10,10487.50,17100.13,21678.83,22620.35,23373.56,23561.87,23676,23676,23676,23676,23676,23676,28,28,31,32,32,32,0,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_40s.json,,,TrafficType.ON_DEMAND,cloud-llm-preview1,us,10,8188.26,13824.79,39175.43,39590.69,39922.89,40005.94,23676,23676,23676,23676,23676,23676,23,28,33,43,50,52,22422,22422,22422,22422,22422,22422
gemini-3.5-flash,slow_request_60s.json,minimal,,TrafficType.ON_DEMAND,cloud-llm-preview1,us,10,8054.39,12512.23,15029.21,18270.92,20864.29,21512.64,94852,94852,94852,94852,94852,94852,31,807,2096,2106,2114,2116,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,low,,TrafficType.ON_DEMAND,cloud-llm-preview1,us,10,7871.68,12725.23,16077.85,17207.68,18111.54,18337.51,94852,94852,94852,94852,94852,94852,367,910,1890,1915,1934,1939,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,medium,,TrafficType.ON_DEMAND,cloud-llm-preview1,us,10,4700.54,14144.47,36080.56,90092.53,133302.10,144104.50,94852,94852,94852,94852,94852,94852,30,673,985,986,987,987,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,high,,TrafficType.ON_DEMAND,cloud-llm-preview1,us,10,4627.77,18282.66,37908.50,90627.44,132802.59,143346.38,94852,94852,94852,94852,94852,94852,26,286,1030,1091,1140,1152,0,89580,89580,89580,89580,89580
gemini-3.5-flash,slow_request_60s.json,,,TrafficType.ON_DEMAND,cloud-llm-preview1,us,10,2160.44,23129.89,72876.02,107470.34,135145.80,142064.66,94852,94852,94852,94852,94852,94852,32,808,2108,2115,2121,2122,89580,89580,89580,89580,89580,89580
