model,request_file,thinking_level,thinking_budget,traffic_type,project,location,iterations,ttft_min_ms,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_max_ms,input_tokens_min,input_tokens_p50,input_tokens_p90,input_tokens_p95,input_tokens_p99,input_tokens_max,output_tokens_min,output_tokens_p50,output_tokens_p90,output_tokens_p95,output_tokens_p99,output_tokens_max,cached_tokens_min,cached_tokens_p50,cached_tokens_p90,cached_tokens_p95,cached_tokens_p99,cached_tokens_max
gemini-3.1-flash-lite,benchmark/request_1k.json,minimal,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,833.07,1110.19,1686.64,1855.12,1989.90,2023.60,996,996,996,996,996,996,528,613,677,685,691,693,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_1k.json,low,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,1250.33,1415.51,2061.75,2231.96,2368.14,2402.18,996,996,996,996,996,996,607,655,682,686,689,690,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_1k.json,medium,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,2387.63,2818.54,3058.26,3125.61,3179.50,3192.97,996,996,996,996,996,996,602,688,694,696,697,697,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_1k.json,high,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,3925.81,4301.31,4995.30,5099.10,5182.13,5202.89,996,996,996,996,996,996,623,681,705,706,707,707,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_1k.json,,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,806.12,894.74,1403.93,1571.66,1705.85,1739.40,996,996,996,996,996,996,500,562,605,616,624,626,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_2k.json,minimal,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,761.49,784.10,1482.40,1681.47,1840.72,1880.53,1778,1778,1778,1778,1778,1778,567,628,673,685,694,696,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_2k.json,low,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,1206.25,1355.58,2198.67,2414.84,2587.77,2631.00,1778,1778,1778,1778,1778,1778,639,704,748,753,757,758,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_2k.json,medium,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,2361.28,2818.56,3169.34,3272.73,3355.45,3376.13,1778,1778,1778,1778,1778,1778,622,804,839,847,853,855,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_2k.json,high,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,3988.46,4622.73,4912.44,4971.63,5018.99,5030.83,1778,1778,1778,1778,1778,1778,637,716,729,733,736,737,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_2k.json,,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,778.45,786.88,1517.60,1726.05,1892.82,1934.51,1778,1778,1778,1778,1778,1778,563,637,672,681,688,690,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_5k.json,minimal,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,944.74,1062.91,1619.82,1799.65,1943.52,1979.49,3883,3883,3883,3883,3883,3883,675,707,736,744,751,753,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_5k.json,low,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,1235.95,2275.23,4230.35,4279.14,4318.17,4327.92,3883,3883,3883,3883,3883,3883,690,821,889,897,903,905,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_5k.json,medium,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,2182.08,2553.89,3496.47,3609.78,3700.42,3723.08,3883,3883,3883,3883,3883,3883,736,795,825,828,830,831,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_5k.json,high,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,4531.59,4751.07,5271.72,5352.11,5416.42,5432.50,3883,3883,3883,3883,3883,3883,778,822,847,855,861,863,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_5k.json,,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,948.60,1072.21,1604.87,1773.41,1908.24,1941.95,3883,3883,3883,3883,3883,3883,694,724,752,754,756,756,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_10k.json,minimal,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,1006.35,1184.68,1730.44,1900.56,2036.66,2070.69,4974,4974,4974,4974,4974,4974,661,742,790,797,803,804,0,4070,4070,4070,4070,4070
gemini-3.1-flash-lite,benchmark/request_10k.json,low,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,1250.86,4245.53,5378.61,5579.07,5739.45,5779.54,4974,4974,4974,4974,4974,4974,771,840,889,903,914,917,0,4069,4069,4069,4069,4069
gemini-3.1-flash-lite,benchmark/request_10k.json,medium,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,2343.08,2754.77,3249.81,3345.24,3421.59,3440.68,4974,4974,4974,4974,4974,4974,688,764,792,801,808,810,0,4069,4069,4069,4069,4069
gemini-3.1-flash-lite,benchmark/request_10k.json,high,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,4923.78,5053.44,5864.46,6066.36,6227.88,6268.26,4974,4974,4974,4974,4974,4974,713,860,908,915,921,922,0,4077,4077,4077,4077,4077
gemini-3.1-flash-lite,benchmark/request_10k.json,,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,971.23,1203.13,1945.92,2169.00,2347.47,2392.09,4974,4974,4974,4974,4974,4974,641,717,734,734,734,734,4070,4070,4070,4070,4070,4070
gemini-3.1-flash-lite,benchmark/request_50k.json,minimal,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,1149.07,1342.55,1939.75,2106.94,2240.69,2274.13,7587,7587,7587,7587,7587,7587,704,763,825,837,847,850,0,6118,6118,6118,6118,6118
gemini-3.1-flash-lite,benchmark/request_50k.json,low,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,1524.37,1755.76,3918.24,4389.44,4766.41,4860.65,7587,7587,7587,7587,7587,7587,812,863,917,926,932,934,0,6118,6118,6118,6118,6118
gemini-3.1-flash-lite,benchmark/request_50k.json,medium,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,2961.32,3076.89,3888.23,4084.99,4242.40,4281.75,7587,7587,7587,7587,7587,7587,766,913,984,989,993,994,0,6117,6117,6117,6117,6117
gemini-3.1-flash-lite,benchmark/request_50k.json,high,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,5038.19,5207.78,5820.17,5963.07,6077.39,6105.97,7587,7587,7587,7587,7587,7587,895,938,1051,1065,1076,1079,0,6125,6125,6125,6125,6125
gemini-3.1-flash-lite,benchmark/request_50k.json,,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,1042.77,1272.88,1926.91,2118.96,2272.60,2311.01,7587,7587,7587,7587,7587,7587,718,798,827,829,831,831,0,6118,6118,6118,6118,6118
gemini-3.1-flash-lite,benchmark/request_100k.json,minimal,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,1308.33,1348.61,1881.56,2014.56,2120.97,2147.57,13891,13891,13891,13891,13891,13891,804,863,942,947,951,952,0,0,12260,12260,12260,12260
gemini-3.1-flash-lite,benchmark/request_100k.json,low,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,1718.44,1820.01,4324.79,4903.74,5366.90,5482.69,13891,13891,13891,13891,13891,13891,902,971,1118,1158,1190,1198,0,12259,12259,12259,12259,12259
gemini-3.1-flash-lite,benchmark/request_100k.json,medium,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,4483.55,5088.77,5492.64,5566.19,5625.03,5639.74,13891,13891,13891,13891,13891,13891,922,987,1027,1035,1041,1043,0,12258,12258,12258,12258,12258
gemini-3.1-flash-lite,benchmark/request_100k.json,high,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,5160.67,5411.15,5940.73,6068.24,6170.24,6195.74,13891,13891,13891,13891,13891,13891,968,1012,1108,1131,1149,1153,0,12267,12267,12267,12267,12267
gemini-3.1-flash-lite,benchmark/request_100k.json,,,TrafficType.ON_DEMAND,cloud-llm-preview1,eu,5,1160.07,1468.01,2047.20,2173.40,2274.36,2299.60,13891,13891,13891,13891,13891,13891,723,831,907,927,943,947,0,12260,12260,12260,12260,12260
